,a0,a2,a3,a4,b1.b11.,b1.b12.,b1.b13.,b1.b14.,b1.b15.,b1.b16.,b1.other.,b2,b6,b71.b711.,b71.b712.,b72.b721.,b72.b722.,b72.b723.,b72.b724.,b72.b725.,b73.b731.,b73.b732.,b73.b733.,b73.b734.,b73.b735.,b74.b741.,b74.b742.,b8,b9,c1,c2,c3,c4,c5,c6,c9.c31.,c9.c32.,c9.c33.,c9.c34.,c9.c35.,c9.c36.,c9.c37.,c9.c38.,c9.c39.,c9.c40.,c9.other.,d4,e1,e2,e3,e4,e6.e41.,e6.e42.,e6.e43.,e6.e44.,e6.e45.,e6.e46.,e6.e47.,e6.e48.,e6.e49.,e6.e4101.,e6.e4102.,e6.other.,e7,e8,e8.other.,e9.e71.,e9.e72.,e9.e73.,e9.e74.,e9.e75.,e9.e76.,e9.e77.,e9.e78.,e9.other.,f1.f11.,f1.f12.,f1.f13.,f1.f14.,f1.f15.,f1.f16.,f1.f17.,g1,g1.other.,g2,h1,h2,h3,h4,h5,h6,h7,i1,i2,i3,i4,i5,i6,j11.SQ001.,j11.SQ005.,j11.SQ006.,j11.SQ007.,j11.SQ008.,j2,k1.k12.,k1.k13.,k1.k14.,k1.k15.,k1.k16.,k1.other.,k2.k21.,k2.k22.,k2.k23.,k2.k24.,k2.k25.,k6,k7,k8,l2,m1,m2,m3,m4,m5,m6,m7,m71,m8,m9,m10,accesibilidad,utilidad,fiabilidad,soporte_tecnico,alfabetizacion
20,Sí,45,Cochabamba,Cochabamba,Sí,No,Sí,No,No,No,,12,"Vida, Tierra y Territorio",,,No,No,Sí,No,No,,,,,,,,No,,Sí,Computadora de escritorio,1.0,No,,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet móvil,Casa,,Sí,Sí,No,No,Sí,Sí,No,No,,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Dudoso,Windows,,Sí,No,No,No,No,,,,No,No,No,,No,No,Nunca,Siempre,Ocasionalmente,Rara vez,Rara vez,Sí,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,Nunca,Nunca,Nunca,No,regular,El factor tiempo que no ayuda a su total entendimiento porq no hay práctica de todo lo expuesto ,mucho,El uso de las TIC es cada vez más avanzado ,Sí,Ya los alumnos tienen más opciones de realizar prácticas y tareas ,buena,Por lo aprendido los alumnos ya presentan tareas y/o prácticas mejor elaboradas ,Sí,Porque estamos en constantes cambios y actualizaciones de programas ,Que el proyecto hubiera sido a principios de año y no al finalizar ya que el tiempo es más corto por las muchas actividades,0.556,0.371,1.0,0.5,0.429
21,Sí,34,La Paz,El Alto,No,No,Sí,No,No,No,,8,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,Quipus ,Sí,Computadora portátil,3.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Dudoso,No,Sí,Dudoso,Dudoso,Sí,Windows,,No,No,No,No,No,,,,Sí,Sí,Sí,En este año,Sí,No,Ocasionalmente,Casi siempre,Rara vez,Rara vez,Rara vez,No,Sí,Sí,No,Sí,No,,No,Sí,No,No,No,Casi siempre,Ocasionalmente,Ocasionalmente,No,buena,Es innovador y salimos de las clases tradicionales,mas o menos,La falta de equipamiento y mobiliario hacen difícil de que los estudiantes estén todos los días en las aulas virtuales,Sí,Porque les permitió desarrollarlos cuatro momentos metodologicos,buena,Fueron el apoyo pedagógico en el apoyo de conocimientos con respecto a las kuaas,Sí,Se mejoraría el conocimiento las clases serían más motivadas e interactivasl,Las clases tendrian que darse desde el principio del año escolar y no al concluir,0.667,0.558,0.5,0.8,0.357
22,Sí,55,La Paz,El Alto,No,No,Sí,No,No,No,,20,"Ciencia, Tecnología y Producción",No,Sí,,,,,,,,,,,,,Sí,profocom,Sí,Computadora portátil,2.0,No,,Dotada por el ministerio,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,Sí,No,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Dudoso,No,No,No,Sí,No,Windows,,Sí,No,No,No,No,,,,Sí,No,No,,Sí,No,Nunca,Ocasionalmente,Ocasionalmente,Ocasionalmente,Rara vez,Sí,No,No,No,Sí,No,,Sí,No,Sí,Sí,No,Ocasionalmente,Nunca,Nunca,Sí,buena,porque nos brindaron mayor informacion sobre el uso del TICs y su importancia para el desarrollo del aula.,mucho,"Porque su uso facilita el desarrollo y avance curricular con los estudiantes, al mismo tiempo el estudiante va adquiriendo conocimiento sobre la tecnologia.",Sí,Si porque el uso de mapas conceptuales y otros favoreceran al estudiante,buena,Porque la enseñanza fue personalizada y actualizada que favorecio bastante,Sí,porque mejoraria el uso de las kuas,Qu exista mas cursos de capacitacion que favorezca al maestro,0.556,0.593,1.0,0.8,0.429
23,Sí,34,La Paz,El Alto,No,No,Sí,No,No,No,,8,Cosmos y Pensamiento,,,,,,,,,,,,,No,Sí,Sí,profocom,Sí,Computadora de escritorio,2.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,No,No,Sí,No,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,,Internet móvil,Café Internet,,No,Sí,Sí,No,No,No,No,No,,Sí,Dudoso,Sí,Sí,Sí,No,Sí,Windows,,Sí,Sí,Sí,No,No,,,,Sí,No,Sí,Hace un año,No,No,Siempre,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Sí,No,No,No,Sí,No,,Sí,Sí,No,No,No,Rara vez,Nunca,Nunca,No,buena,porque ayudan en  el desarrollo de las activadades pedagogicas,mucho,mejoraria por que es bueno para los estudiantes en la elaboracion de sus materiales pedagogicos,Sí,les ayuda para mejorar el manejo tecnologico,excelente,es comprensible y son muy pacientes,Sí,si,no,0.444,0.637,1.0,0.8,0.714
24,Sí,59,La Paz,El Alto,Sí,No,No,No,No,No,,32,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,Manejo de computadoras,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,Sí,,Internet móvil,Café Internet,,Sí,No,No,No,No,No,No,No,,Sí,No,No,Sí,No,Sí,Sí,Windows,,No,No,No,No,No,,,,No,No,No,,Sí,No,Ocasionalmente,Casi siempre,Siempre,Siempre,Siempre,No,Sí,No,No,Sí,No,,No,Sí,No,Sí,No,Nunca,Rara vez,Casi siempre,Sí,buena,Por la orientacion con las KUUs y la enseñanza de las TICs para impartir la enseñanza en las aulas.,mucho,Porque hoy en dia es necesario en todo campo de la enseñanza.,Sí,Porque demuestra un mejor manejo de las herramientas TICs.,buena,Colaboraron en el aprendizaje con los estudiantes.,Sí,"Porque se puede poner en practica, ya que se tubo un enseñanza por parte de los voluntarios.","Continuar con las capacitaciones hasta manejar de manera correcta, eficiente las herramientas TICS.",0.444,0.614,0.5,0.8,0.5
25,Sí,47,La Paz,El Alto,Sí,No,No,No,No,No,,22,Comunidad y Sociedad,,,,,,,,No,Sí,No,No,No,,,Sí,,Sí,Computadora portátil,1.0,Sí,1.0,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,,Internet móvil,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Sí,No,No,No,Sí,Sí,Windows,,No,No,No,No,Sí,,No,No,Sí,No,No,,No,No,Casi siempre,Siempre,Siempre,Siempre,Siempre,Sí,Sí,No,No,Sí,No,,No,Sí,No,No,No,Ocasionalmente,Rara vez,Ocasionalmente,Sí,buena,el apoyo de los facilitadores es buena,mucho,con la tecnología es mucho mas revertido en desarrollo en la clase,Sí,si por que es necesario para una buena tenologia,buena,facilita el desarrollo de aprendizaje en clase para compartir el conocimiento,Sí,por su puesto estamos en avance de tecnologia,en la unidad no existe internet para poder compartir el conocimiento científico,0.778,0.393,1.0,0.8,0.5
26,Sí,62,La Paz,El Alto,Sí,No,No,No,No,No,,38,Comunidad y Sociedad,,,,,,,,Sí,No,No,No,No,,,Sí,manejo de tics,Sí,Computadora de escritorio,1.0,Sí,1.0,Por cuenta propia,Sí,No,No,No,No,No,No,No,No,No,,No,Sí,Sí,No,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,No,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,No,Sí,No,Sí,metodo expositivo,Sí,Sí,Sí,No,No,,Sí,No,Rara vez,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Sí,Sí,Sí,No,Sí,No,,No,No,Sí,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,excelente,porque se contó con los voluntarios y que birnadaron todo el apoyo necesario,mucho,por que los estudiantes irian aco0rde al avance de la tecnologia y ademas se cuenta con los equipos  de kuaas,Sí,"si, de aqullos que lograron ingresar al aula si",excelente,por que brindaron un apoyo muy optimo y que fue necesario para los estudiantes.,Sí,"si, porque habria mas tiempo y comodidAD",QUE ESTOS PROGRAMAS SEAN MAS PERMANTES Y QUE SE SIGA MAS ADDELANTE,0.667,0.223,1.0,1.0,0.714
27,No,35,La Paz,El Alto,No,No,Sí,No,No,No,,14,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,Sí,Curso de Posgrado de Tecnología s en el aula y cursos ofertados por Unefco.,Sí,Computadora portátil,3.0,Sí,2.0,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Internet móvil,Casa,,Sí,Sí,No,Sí,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,"Utilizando el software de Classroom management la cual nos permite trabajar con la kuaas e interactuar con los estudiantes, tambien Google Classroom y Moodle..",No,Sí,Sí,No,Sí,En este año,Sí,No,Ocasionalmente,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,No,Sí,Sí,No,,Sí,Sí,Sí,No,No,Ocasionalmente,Casi siempre,Casi siempre,No,buena,Porque pude repasar y aprender el uso de aplicaciones que nos ayudarán para el desarrollo de nuestras actividades pedagógicas.,mucho,Porque los estudiantes aprenden mejor observando y manipulando objetos sean físicos o virtuales.,Sí,"Se deja a un lado el aprendizaje repetitivo, dando lugar a la comprensión gráfica y geométrica de las propiedades algebraicas.",excelente,Siempre están dispuestos a resolver dudas por parte de los participantes.,Sí,Existiría mayor capacitación del personal docente.,Poder seguir apoyando la labor docente.,0.556,0.859,1.0,0.8,0.929
28,Sí,33,La Paz,El Alto,Sí,No,Sí,Sí,No,No,,8,Comunidad y Sociedad,,,,,,,,Sí,No,No,No,No,,,Sí,TICs como isntrumento tecnologico,Sí,Computadora portátil,3.0,Sí,1.0,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,No,Sí,Sí,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,clasrrom,No,Sí,Sí,No,Sí,En este año,No,No,Ocasionalmente,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,No,No,No,No,,Sí,No,No,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,buena,nos ayuda a conocer mejor sobre los software libres y el aprovechamiento de los mismos,mucho,para el fácil desenvolvimiento  mas dinamismos de las practicas educativas,Sí,por que los desenvuelve mejor y les desarrollara mejor,buena,fueron prácticos y concisos en la explicación,Sí,seria mas conocimientos de los paquetes o programas y los beneficios que nos trae los mismos,ser mas continuos en la gestión escolar,0.667,0.795,1.0,0.8,1.0
29,Sí,35,La Paz,El Alto,Sí,No,Sí,No,No,No,,6,Comunidad y Sociedad,,,,,,,,Sí,No,No,No,No,,,Sí,Clases de capacitacion de Kuas y Profocom.,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,Sí,Sí,Sí,No,No,No,,Sí,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,"Manejo de data show, uso de diapositivas.",Sí,No,Sí,Sí,Sí,En este año,Sí,No,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Rara vez,Sí,Sí,No,No,Sí,No,,Sí,Sí,Sí,No,No,Casi siempre,Casi siempre,Ocasionalmente,Sí,buena,Por que nos permite la inserción a toda la sociedad a la información.,mucho,Porque gracias al uso de la tecnología los estudiantes tienen mas posibilidades de aprendizaje.,Sí,Porque aprendieron  a manejar programas sin licencia.,buena,Porque nos enseñaron a manejar los software libres. ,Sí,Porque al utilizar las TIC el proceso de enseñanza aprendizaje se vuelve mas practico y los estudiantes tienden a aprender con facilidad los contenidos.,No,0.667,0.599,1.0,0.8,0.857
30,Sí,30,La Paz,El Alto,Sí,Sí,Sí,No,No,No,,7,Cosmos y Pensamiento,,,,,,,,,,,,,No,Sí,Sí,capacitacion sobre el manejo de diferentes programas en los kuas.,Sí,Computadora de escritorio,1.0,No,,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,Sí,No,No,No,No,,Sí,Sí,Sí,No,No,Sí,Sí,Linux,,Sí,Sí,Sí,Sí,Sí,"el uso de data show, videos y computadora kuas",Sí,No,No,No,Sí,En este año,Sí,No,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,Sí,Sí,Sí,No,Sí,No,,Sí,No,Sí,Sí,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,buena,"porque gracias a estas capacitaciones como profesores nos ayuda a actualizarnos en los diferentes metodos de enseñanza a travez de medios digitales, programas que facilitan un mejor entendimiento para el estudiante.",mucho,En la actualidad existe mucha curiosidad por parte de los estudiantes y el metodo digital es muy accesible para poder encontrar temas relevantes para cada area de conocimiento.,No,para poder mejorar el uso correcto se deberia hacer con frecuencia las clases con las KUAS solo asi habria mejora en los estudiantes.,buena,fue buena porque nos impartieron sus diferentes conocimientos acerca del manejo de los programas para asi mejor mas en los metodos de enseñanza-aprendizaje,Sí,a mas clases brindadas el estudiante se adecua y forma parte del crecimiento acerca sobre la utilizacion de los diferentes programas de sofwart,no ninguna,0.444,0.667,1.0,0.8,0.857
31,Sí,55,La Paz,El Alto,Sí,No,Sí,No,No,No,,30,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,No,,Sí,Computadora de escritorio,1.0,No,,Por cuenta propia,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Sí,No,No,No,No,No,Windows,,No,No,No,No,No,,,,No,No,No,,No,No,Nunca,Nunca,Nunca,Nunca,Nunca,No,Sí,Sí,No,No,No,,No,No,No,No,Sí,Nunca,Rara vez,Nunca,No,regular,Por falta de tiempo,mucho,Estamos en tiempos de la tecnología,Sí,Los estudiantes tienen facilidad de acceso  a la información que requieren,buena,Demuestran voluntad de trabajo y ayuda,Sí,Me actualizaria en el manejo y uso de las computadoras,Mayor tiempo de cronogramación y programación de cursos de parte del Minesterio de Educación,0.444,0.472,0.5,0.5,0.214
32,Sí,50,La Paz,El Alto,No,No,Sí,No,No,No,,22,Cosmos y Pensamiento,,,,,,,,,,,,,Sí,No,Sí,capacitacion de herramientas de softwar libre,Sí,Computadora portátil,1.0,Sí,2.0,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,,Internet fijo,Otro,movil,Sí,Sí,Sí,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,No,,,,No,Sí,Sí,En este año,Sí,No,Siempre,Ocasionalmente,Rara vez,Rara vez,Ocasionalmente,Sí,Sí,Sí,Sí,Sí,No,,Sí,Sí,Sí,No,No,Ocasionalmente,Ocasionalmente,Casi siempre,Sí,buena,nos falto tiempo para profundizar en su uzo con los estudiantes.,mucho,hoy por hoy es un desafío el saber conocer y manejar estos recurso en el proceso de enseñanza y aprendizaje.,No,"porque nuestro acercamiento a los sistemas operativos y programas es inicial, básico con los estudiantes",excelente,nos ofrecieron los medios y recursos programados,Sí,falta tiempo y cursos más sistemáticos.,"Que se sigan implementando con programas más desarrollados y adecuados para la enseñanza
Que se implemente la red de internet en la unidad educativa.
Que se implemente más equipos y laboratorios",0.667,0.827,1.0,0.8,1.0
33,Sí,55,La Paz,El Alto,Sí,No,No,No,No,No,,31,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,Sí,la capcitacion de la AGETIC que nos dieron recientemente,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,,No,No,Sí,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Dudoso,No,Dudoso,No,No,No,Sí,Windows,,Sí,No,No,No,Sí,,Sí,Sí,Sí,No,No,,Sí,No,Nunca,Ocasionalmente,Casi siempre,Casi siempre,Casi siempre,Sí,No,No,No,Sí,No,,Sí,Sí,No,No,No,Ocasionalmente,Nunca,Rara vez,Sí,buena,por que les ayuda a saber las nuevas herramientas para el uso en el aula con los estudiantes,mucho,por que les ayuda a los estudiantes en su enseñamza y aprendizaje,Sí,porque los estudiantes tienen otra manera de avanzar  los temas,buena,por que nos dieron la facilidad de conocer los nuevos programas para aplicarlos en la enseñanza de nuestros estudiantes,Sí,porque habria mas tiempo para la capacitacion y organizacion,seguir adelante con los programas de inculusion digital,0.444,0.209,1.0,0.8,0.357
34,Sí,33,La Paz,El Alto,Sí,Sí,Sí,No,No,No,,7,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,manejo de programas y herramientas de soffwart,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,No,No,,No,Sí,Sí,No,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,Dudoso,Dudoso,No,No,No,Windows,,Sí,Sí,Sí,Sí,No,,,,No,No,No,,Sí,Sí,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,No,No,No,Sí,No,,No,No,No,Sí,No,Nunca,Rara vez,Ocasionalmente,No,regular,por falta de capacitacion y equipamiento,mas o menos,porque los estudiantes dan el mal uso a la tecnologia,Sí,porque ellos aprenden mejor viendo y escunchando,regular,porque ellos son los mas indisciplinados,Sí,porque nos puede facilitar la enseñanza,que deberia haber cursos de capacitacion por mas tiempo asi para poder practicar,0.556,0.181,1.0,0.5,0.5
35,Sí,38,La Paz,El Alto,Sí,No,Sí,No,No,No,,9,"Vida, Tierra y Territorio",,,Sí,Sí,Sí,No,No,,,,,,,,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,No,No,,No,Sí,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,No,No,Sí,No,,Internet móvil,Casa,,No,No,No,Sí,No,No,No,No,,Sí,No,Sí,Sí,Sí,Sí,Sí,Windows,,No,No,Sí,Sí,Sí,los metodos graficos con mapas conceptuales y mapas mentales,Sí,No,Sí,No,No,,No,No,Nunca,Nunca,Nunca,Siempre,Siempre,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Nunca,Rara vez,Ocasionalmente,No,buena,por que nos enseño muchas cosas importantes para la enseñanza de nuestros estudiantes,mucho,por que los estudiantes aprenderian mucho mas de lo actual,Sí,si mejora por que los estudiantes aprenden mas de lo actual.,buena,por que tienen mayor interes para aprender tienen voluntad para trabajar ,Sí,si por que es muy intersante el trabajo con la incorporacion de los tic.,si es muy importante aprender las clase que nos brido .para mejorar necesitamos mas computadoras gracias.,0.556,0.317,1.0,0.8,0.643
36,Sí,48,La Paz,El Alto,Sí,No,Sí,No,No,No,,10,"Vida, Tierra y Territorio",,,No,No,No,No,Sí,,,,,,,,No,,Sí,Computadora de escritorio,1.0,Sí,1.0,Por cuenta propia,Sí,No,Sí,Sí,No,No,Sí,No,No,No,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,,Internet móvil,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Dudoso,Sí,Sí,Dudoso,Dudoso,Sí,Windows,,No,No,No,No,No,,,,Sí,Sí,No,,No,No,Rara vez,Ocasionalmente,Rara vez,Ocasionalmente,Rara vez,Sí,Sí,No,No,Sí,No,,Sí,Sí,No,No,No,Rara vez,Rara vez,Rara vez,No,buena,porque permite al estudiante hacer uso de la tecnología en las diferentes áreas de aprendizaje,mucho,porque los estudiantes tienen acceso al software libre que les permite recabar información en las diferentes áreas de conocimiento,Sí,por que permite que los trabajos sean mas practicos y no tanto teroricos. viendo videos y ahci9endo mas gratos las clases y llamando la atension de los estudiantes.,buena,por que nos capacitaron y nos ayudaron a entender mas de las kuaas y aprender algunas herramientas de aprendizaje,Sí,por que considero que la tecnoloogia sigue avanzando y necesitamos mas tiempo para un mejor aprendizaje,,0.778,0.369,1.0,0.8,0.357
37,Sí,55,La Paz,El Alto,Sí,No,Sí,Sí,No,No,,31,Comunidad y Sociedad,,,,,,,,Sí,No,No,No,No,,,No,,Sí,Computadora portátil,3.0,Sí,1.0,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,Sí,Sí,No,No,No,No,,Sí,Dudoso,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,uso de Diapositivas y videos virtuales,Sí,No,Sí,No,Sí,Hace un año,Sí,No,Siempre,Siempre,Siempre,Siempre,Siempre,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Siempre,Siempre,Siempre,Sí,buena,por que lograron diferenciar el window del linux y aprendender programas libres para el aula,mucho,por que hoy en dia las plataformas digital estan al alcance de toda la poblacion estudiantil y es necesario aprender,Sí,"porque facilitaría  los trabajos de los estuidantes ej_: textos digitales, la infografia  y mapaas mentales",buena,por que nos brindaron toda la capacitación e información necesaria,Sí,por que tendriamos mas tiempo para poder planificar las clases con esos programas,que las capacitaciones sean fuera de horario de clases,0.667,0.963,1.0,0.8,0.857
38,Sí,31,La Paz,El Alto,No,No,Sí,No,No,No,,7,Comunidad y Sociedad,,,,,,,,Sí,No,No,No,No,,,No,,Sí,Computadora portátil,2.0,Sí,1.0,Por cuenta propia,No,No,No,No,No,No,No,Sí,No,No,,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,,Internet fijo,Casa,,No,No,No,Sí,No,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,No,,,,No,No,No,,Sí,No,Nunca,Rara vez,Nunca,Nunca,Nunca,No,No,Sí,No,Sí,No,,No,Sí,No,No,No,Casi siempre,Rara vez,Rara vez,No,excelente,porque gracias a esas clases tuvimos nuevos conocimientos sobre el manejo de las kuas.,mucho,porque siempre es necesario para poder tener mas información y tener nuevos conocimientos,Sí,si porque hay nuevos conocimientos.,excelente,excelente porque gracias a ellos tuvimos nuevos conocimientos.,No,si porque son muy importantes para los estudiantes.,que tengamos mas tiempo para los cursos,0.556,0.184,0.0,1.0,0.857
39,Sí,59,La Paz,El Alto,Sí,No,No,No,No,No,,45,"Vida, Tierra y Territorio",,,Sí,No,No,No,No,,,,,,,,No,,Sí,Computadora de escritorio,2.0,Sí,1.0,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Sí,No,No,No,Sí,Sí,Windows,,No,No,No,No,Sí,realizar mapas mentales.,Sí,No,No,No,No,,Sí,No,Nunca,Ocasionalmente,Siempre,Siempre,Casi siempre,Sí,No,No,No,Sí,No,,Sí,Sí,Sí,Sí,No,Casi siempre,Casi siempre,Casi siempre,Sí,buena,"Gracias a la capacitacion de los voluntarios los estudiantes estan al dia con las TICs, uqe les servira en su formacion academica.",mucho,Cualquier investigacion a realizar nesesariamente tiene que acudir al medio de las TICs.,Sí,Mayor conocimientos sobre las TICs.,excelente,POrque supieron guiarnos en el manejo de las TICS para el proceso de enseñanza y aprendisaje.,Sí,A mayor capacitacion nos facilita a los profesores y alumnos para el mejor manejo de las TICs.,"Mayor dotacion de computadoras, para todos los cursos del colegio. Y mayor capacitacion constante en los colegios sobre las TICs.",0.556,0.678,1.0,0.8,0.429
40,Sí,38,Santa Cruz,Santa Cruz de la Sierra,Sí,No,Sí,No,No,No,ing. en Informática y Sistemas Administrativos,15,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,Tic en Biogeografia-UNEFCO,Sí,Computadora portátil,4.0,Sí,1.0,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Investigación de las Tic,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Descargas de programas ,Internet fijo,Casa,,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,Escritorio remoto Mooble,Sí,No,Sí,No,Sí,En este año,Sí,Sí,Siempre,Siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,Sí,Sí,No,Audios,Sí,Sí,Sí,No,No,Siempre,Siempre,Casi siempre,Sí,buena,Faltó más horas prácticas 2 días solo en la mañana no es suficiente.,mucho,Los estudiantes aprenden a través de la práctica. Las computadoras son una motivación para la mayoría.,No,Es un proceso a mediano plazo. Se necesita tiempo y entendimiento del educando para la enseñanza.,regular,Falta de herramientas como Internet y conexión en red.,Sí,Se necesita más talleres intensivos 1 vez por semana para los maestros (as).,"Se realicen talleres en las Unidades Educativas y exigir a las autoridades que implementen la a  conexión en red y acceso a Internet. Se necesita enchufes, robacorrientes y trifasicos.",0.778,0.923,1.0,0.8,1.0
