NUMBOL,Tipo,P1,P2,P3,P1A,P1B,P1C,P1D,P1E,P2A,P2B,P2C,P2D,P2E,P3A,P4A,P4,P5,P6,P7A,P7B,P8,P9,P10,P11A,P11B,P11C,P11F,P11G,P11D,P12,P13A,P13B,P14,P15A,P15B,P15C,P15E,P15D,P16,P17,P18,P19,P20,P21A,P21B,P22,P23,P24,P25,P26,P27A,P27B,P27C,P27E,P27F,P27G,P27D,P28,P29A,P29B,P30,P31A,P31B,P31C,P31D,P31E,P31G,P31H,P31F,P32,P33,P34,P35,P36A,P36B,P37,P38,P39A,P39B,P40,P41A,P41B,P41C,P41D,P41E,P41G,P41H,P41I,P41J,P41F,P42A,P42B,P42C,P42E,P42F,P42D,P43,P44A,P44B,P44C,P44D,P44E,P44F,P44G,P44J,P44H,P44I,P44K,P44L,P44M,P44N,P44O,P44P,P44Q,P44R,P44S,P44T,P44U,P44V,P44W,P44X,P45A,P45B,P45C,P45D,P45E,P45F,P45G,P45H,P45I,P45J,P45K,P45L,P45M,P45N,P45O,P45P,P45Q,P45R,P45S,P45T,P45U,P45V,P45W,P45X,P46A,P46B,P46C,P46E,P46F,P46G,P46H,P46I,P46D,P47A,P47B,P47C,P47D,P47E,P47G,P47H,P47I,P47F,P48A,P48B,P48C,P49A,P49B,P49C,P50,P51,P52,P53,P54,P55A,P55B,P56,P57,P58A,P58B,P59A,P59B,P60A,P60B,P61A,P60C,P62A,P62B,P63A,P63B,P64A,P64B,P64C,P64D,P64E,P65,P66,P67A1,P67A2,P67B1,P67B2,P67C1,P67C2,P68,P69,P70,P71,P72A,P72B,P72C,P72E,P72F,P72D,P73,P74A,P74B,P75,P76,P77,P78A,P78B,P78C,P78D,P79,P80A,P80B,P80C,P80D,P81A,P81B,P81C,P81D,P82A,P82B,P82C,P82D,P83A,P83B,P83C,P83D,P84,P85A,P85B,P85C,P85D,P86A,P87,P88A,P88B,P88C,P88D,P89A,P89B,P89C,P89D,P90A,P90B,P90C,P90D,P91A,P91B,P91C,P91D,P92,P93A,P93B,P93C,P93D,P94,P95,P96,P97,P98A,P98B,P98C,P98E,P98D,P99,P100A,P100B,P100C,P100D,P100E,P100G,P100H,P100I,P100F,P101A,P101B,P101C,P101D,P101E,P102,P103A,P103B,P103C,P103D,P103E,P103F,P103G,P103H,P103I,P103J,P103K,P103L,P103M,P103N,P103O,P103P,P103Q,P104A,P104B,P104C,P104D,P104E,P104F,P104G,P104H,P104I,P104J,P104K,P104L,P104M,P104N,P104O,P104P,P104Q,P105,P106A,P106B,P106C,P106D,P107A,P107B,P107C,P107D,P107E,P108,P109,P110,P111,P11E,P112,P113,P114A,P114B,P115A,P115B,P115C,P115D,P116,P117,P118A,P118B,P118C,P118D,P118E,P118G,P118H,P118I,P118F,P119,P120,P121A,P121B,P121C,P121E,P121F,P121G,P121D,P122,P123,P124A,P124B,P124C,P124D,P124E,P125,P126,P127,P128A,P128B,P128C,P128D,P129A,P129B,P129C,P130A,P130B,P130C,P131A,P131B,P131C,P132A,P132B,P132C,P133A,P133B,P133C,P134,P135,P136,P137,P138,P139,P140,P140A,P140B,P140C,P140D,P141,P142,P143,P144,P145,P146A,P146B,P146C,P147,P148,P149,P150,P151,P151A,P151B,P152,P153,P154A,P154B,P155,P156A,P156B,P156C,P156D,P156E,P156F,P156G,P156H,P156I,P156J,P156K,P157,P158,P159,P160,CodP160,Ponderador5536,Ponderador5033,Nse
1045,1,49,1,3,,,,,,,,,,,,,2,,1,99,,1,99,8,4,,,,,,1,,1,5900,1,2,,,,2,2,,,1,,6,500,2,,,,,,,,,,,1,,1,700,1,6,,,,,,,1,2,40,4,1,,1,20,300,3,3,1,2,5,,,,,,,,1,8,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,8,9,10,,,,,,,,,,,,,,,,,,,1,2,5,,,,,,,1,3,,,,,,,,ninguna,,,facebook,google,youtube,2,1,2,2,2,1,,4,4,2,,2,,2,,2,,2,,2,,4,2,9,,,formularios,2,,,,,,,3,2,,1,5,,,,,,1,3,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,1,1,,,,,,,,,1,5,,,,1,18,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,2,,,,,1,2,4,,,1,1,1,2,,2,1,6,,3,,,,1,2,,,,,,,,,,,2,,,,,,,,2,,4,3,5,5,3,2,,2,,,,,1,3,5,1,3,4,3,6,5,1,,,3,,,1,3,3,3,1,5,6,1,1,1,1,2,,24,24,2,,,,2,2,7,1,3,,,1,7,1,,2,1,1,1,2,2,2,2,2,1,2,2,3,3,3,Villomilla,91,"1,31947700990873","1,44209256416031",2
1046,1,29,1,1,,,,,,,,,,,,,2,,1,,2,1,2500,3,3,5,,,,,1,,5,1400,1,4,,,,2,2,,,1,,3,400,3,,,,,,,,,,,1,,2,1000,1,2,6,,,,,,1,3,80,4,1,,1,60,60,1,4,1,2,9,,,,,,,,5,,,,,,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,,,,,,,,,,,9,10,11,12,13,14,15,16,17,,,,,,,,,,,,,,,,1,10,,,,,,,,7,,,,,,,,,,,,,,,2,1,1,1,2,4,,3,3,2,,2,,1,1,2,,1,2,2,,1,3,5,,,,2,,,,,,,3,2,,1,5,,,,,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,6,,,,,,,1,2,3,7,,5,20,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,2,,,,,2,1,3,,,4,2,2,4,,2,1,2,,1,,,,2,2,,,,,,,,,,,2,,,,,,,,2,,5,6,6,4,1,2,,2,,,,,1,6,5,5,6,1,9,,,9,,,9,,,1,5,5,9,6,6,6,2,1,1,1,1,1,21,21,1,3,,,1,2,3,2,1,,,7,3,1,,3,1,1,1,2,2,1,2,2,1,2,2,2,3,3,Vinto Cancha Grande,93,"1,31947700990873","1,44209256416031",3
1047,1,39,1,1,,,,,,,,,,,,,2,,1,,4,1,99,4,5,,,,,,1,,1,4400,1,4,,,,2,2,,,1,,1,150,2,,,,,,,,,,,1,3,,1000,1,2,3,6,7,,,,2,3,60,4,1,,1,30,55,1,4,1,2,5,6,10,,,,,,1,5,,,,,5,10,11,12,13,14,15,16,17,18,19,,,,,,,,,,,,,,,10,11,12,13,14,15,16,17,18,19,,,,,,,,,,,,,,,1,2,5,6,,,,,,1,,,,,,,,,,,,facebook,youtube,google,1,1,1,1,1,1,,4,3,1,2,2,,2,,2,,1,2,1,2,1,6,,,,impuestos,2,,,,,,,2,2,,1,5,,,,,,1,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,6,,,,,,,1,,,,,5,10,11,12,13,14,15,16,17,18,19,,,,,,,,98,,,,,,,,,,,,,,,,,2,,,,,1,,,,,3,1,1,3,,2,1,1,,1,,,,1,1,12,,,,,,,,,3,2,,,,,,,,1,3,4,4,3,3,6,1,2,2,,,,,1,,,1,,,9,,,9,,,9,,,1,1,1,1,9,9,9,1,1,1,1,2,,16,25,1,3,,,2,2,7,1,1,,,1,7,1,,3,1,1,1,2,2,2,2,1,2,2,2,1,3,3,Vinto Cancha Grande,93,"1,31947700990873","1,44209256416031",3
1061,1,19,1,1,,,,,,,,,,,,,1,99,1,10,,3,99,7,4,,,,,,1,,3,9,4,,,,,1,2,99,5,1,,5,99,1,99,4,3,2,7,10,,,,,1,4,,2000,1,6,7,,,,,,1,3,50,5,1,,1,60,50,1,4,10,,,,,,,,,,5,,,,,,7,8,9,10,14,15,16,17,18,,,,,,,,,,,,,,,,,8,9,10,14,15,16,17,18,19,20,,,,,,,,,,,,,,,2,7,10,,,,,,,1,5,9,,,,,,,los tiempos,UMSS,SACAD,FACEBOOK,WHATSAPP,,2,2,2,2,1,1,,3,3,2,,2,,2,,2,,2,,1,1,2,9,7,1,,Ninguno,2,,,,,,,1,2,,2,6,,,,,,2,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,5,8,9,,,,,1,4,5,7,,7,10,11,12,18,19,,,,,,,,,,,,,10,11,12,18,19,20,,,,,,,,,,,,2,,,,,4,1,2,,,2,2,1,4,,9,1,,1,1,,,,1,2,,,,,,,,,,,2,,,,,,,,1,5,5,5,5,5,2,2,,2,,,,,1,2,3,1,2,3,4,5,6,6,7,,3,7,2,1,3,1,2,9,2,2,1,1,1,2,2,,10,12,2,,,,1,2,6,1,1,,,6,7,1,,5,1,1,1,1,1,1,2,1,3,1,2,6,3,1,Cochabamba,17,"1,16742277433498","1,79608708645441",5
1062,1,23,1,1,,,,,,,,,,,,,1,120,2,,,,,3,4,,,,,,1,,1,9,1,4,,,,1,2,99,5,1,,10,99,3,,,,,,,,,,,1,,1,99,1,7,6,,,,,,1,3,30,5,1,,1,20,55,1,3,10,,,,,,,,,,11,,,,,,7,15,16,17,18,,,,,,,,,,,,,,,,,,,,,15,19,20,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,7,,,,,,,,,UNITEL,,,FACEBOOK,WHATSAP,,2,2,2,2,2,4,,3,2,2,,2,,2,,2,,2,,2,,9,2,7,3,,Ninguno,2,,,,,,,1,2,,2,6,,,,,,1,1,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,,,,,,,,1,4,7,11,,7,10,11,18,19,20,21,22,23,,,,,,,,,,12,13,14,15,16,17,18,,,,,,,,,,,2,,,,,1,,,,,2,2,2,1,,2,1,1,,1,,,,2,2,,,,,,,,,,,2,,,,,,,,1,3,3,3,3,4,3,2,,2,,,,,1,2,3,1,2,3,4,5,6,9,,,1,3,7,1,1,3,3,2,3,2,9,2,2,9,2,,12,12,2,,,,2,2,3,1,1,,,6,3,1,,3,1,1,1,2,2,1,2,1,1,2,2,5,3,1,Cochabamba,17,"1,16742277433498","1,79608708645441",2
1063,1,34,1,1,,,,,,,,,,,,,1,99,1,,,1,99,8,1,,,,,,1,,2,9,1,,,,,1,2,99,3,1,,5,99,1,200,9,3,5,,,,,,,1,,1,1000,1,6,,,,,,,1,3,70,4,9,,1,30,55,1,3,5,7,,,,,,,,,1,,,,,,3,17,18,19,,,,,,,,,,,,,,,,,,,,,,11,12,19,20,,,,,,,,,,,,,,,,,,,,,5,7,10,,,,,,,1,,,,,,,,,UNITEL,BOLIVISION,RED UNO,GOOGLE,,,2,2,2,2,2,1,,3,2,2,,2,,2,,2,,2,,2,,2,9,7,1,,Ninguno,2,,,,,,,3,2,,2,6,,,,,,1,1,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,,,,,1,1,3,,,,,,,,1,2,7,5,,5,14,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,2,,,,,1,2,7,,,2,2,2,4,,2,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,2,,6,3,6,3,6,2,,2,,,,,1,,,1,2,,1,2,3,6,,,4,3,,1,2,3,3,2,1,2,2,2,2,2,2,,99,99,2,,,,2,2,6,1,1,,,2,7,1,,4,1,1,1,1,1,1,2,1,3,2,2,6,3,1,Cochabamba,17,"1,16742277433498","1,79608708645441",4
1064,1,34,1,2,,,,,,,,,,,,,1,300,1,,1,2,2500,5,1,,,,,,1,7,,9,1,2,,,,1,2,200,5,1,,5,800,1,350,5,4,1,5,7,,,,,1,5,,2000,1,2,6,,,,,,1,3,150,5,1,,1,100,200,2,3,4,5,10,,,,,,,,1,8,,,,,7,8,9,10,,,,,,,,,,,,,,,,,,,,,,16,17,18,,,,,,,,,,,,,,,,,,,,,,4,5,10,,,,,,,1,10,,,,,,,,TURISMO,BOLIVIA,,GOOGLE,FACEBOOK,TNT,2,2,1,1,1,1,,5,5,1,1,2,,1,1,2,,2,,1,1,9,5,1,,,ENTREVISTAS VIRTUALES,1,Impuestos na,5,,,,,2,2,,2,6,,,,,,1,1,,1,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,5,8,,,,,,1,8,3,11,,5,8,9,10,16,17,,,,,,,,,,,,,19,20,21,22,,,,,,,,,,,,,,2,,,,,1,3,4,,,2,2,1,2,,2,1,5,,2,,,,1,1,6,,,,,,,,,5,2,,,,,,,,1,4,3,3,3,1,2,1,98,2,,,,,1,2,3,1,3,4,4,5,6,1,6,7,2,3,7,1,3,1,3,4,5,2,1,1,2,1,2,,20,99,2,,,,2,1,7,2,1,,,1,4,1,,3,1,1,1,1,1,1,2,1,2,1,1,4,3,1,Cochabamba,17,"1,16742277433498","1,79608708645441",5
1065,1,29,1,1,,,,,,,,,,,,,1,25,1,,10,3,3200,7,2,,,,,,1,3,,6300,2,,,,,2,1,250,4,1,,3,3500,3,,,,,,,,,,,1,,1,900,3,6,,,,,,,1,3,10,5,1,,1,100,55,1,3,10,,,,,,,,,,5,,,,,,7,14,15,16,17,18,19,,,,,,,,,,,,,,,,,,,18,19,20,21,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,7,,,,,,,,,LOS TIEMPOS,,,GOOGLE,FACEBOOK,CPE,2,2,2,2,2,3,,3,2,2,,2,,2,,2,,2,,2,,1,3,7,9,,INF PRIVADA ENTIDAD PUBL,2,,,,,,,2,2,,2,6,,,,,,1,1,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,8,,,,,,,1,2,5,7,,6,13,14,15,20,21,,,,,,,,,,,,,10,11,17,18,19,20,,,,,,,,,,,,2,,,,,4,5,7,,,2,2,2,3,,2,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,2,,3,6,6,5,3,2,,2,,,,,1,3,,2,,,3,4,,5,,,7,4,3,1,2,3,2,2,1,2,2,2,2,2,2,,20,99,2,,,,2,1,7,1,1,,,4,7,1,,4,1,1,1,1,1,1,2,1,2,1,2,5,3,1,Cochabamba,17,"1,16742277433498","1,79608708645441",5
1066,1,25,1,1,,,,,,,,,,,,,2,,1,,2,1,5500,4,5,,,,,,1,,1,1390,1,4,,,,2,2,,,1,,2,2000,2,,,,,,,,,,,1,,2,1500,1,6,,,,,,,1,2,50,4,1,,1,50,50,1,4,1,2,4,,,,,,,,3,,,,,,7,20,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,9,,,,,,,,,LOS TIEMPOS,ATB,EL DEBER,CNN,YOUTUBE,FACEBOOK,2,1,2,1,2,1,,1,1,2,,2,,2,,2,,2,,1,1,5,9,3,2,,CARNETIZACION,2,,,,,,,2,2,,1,4,5,,,,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,,,,,,,,1,4,7,11,,7,20,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,2,,,,,2,1,3,,,3,1,1,4,,2,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,1,3,3,1,1,4,5,2,,2,,,,,1,3,6,1,2,6,6,4,1,1,6,7,6,7,,6,9,1,1,2,5,5,1,2,1,2,2,,14,16,2,,,,2,2,6,1,1,,,6,7,1,,3,1,1,1,2,2,1,2,1,3,2,2,8,3,2,Punata,56,"1,07516720254002","1,54182456534861",3
1067,1,18,1,1,,,,,,,,,,,,,2,,1,,1,2,4600,8,5,,,,,,1,99,,9,1,2,4,,,2,2,,,1,99,,99,3,,,,,,,,,,,1,1,,100,1,3,6,,,,,,1,1,100,3,1,,1,50,55,1,4,1,2,10,,,,,,,,5,,,,,,7,20,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,,,,,,,7,9,,,,,,,,BAILANDO POR UN SUE!,OPINION,LOS TIEMPOS,MIL TORNER,FACEBOOK,WHATSAP,2,2,2,2,2,4,,3,2,2,,2,,2,,2,,2,,1,1,5,2,8,1,,TRAMITES EN GENERAL,2,,,,,,,2,2,,2,2,6,,,,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,,,,,,,,1,4,7,5,,7,20,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,2,,,,,2,1,3,,,4,1,2,3,,2,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,1,3,2,2,2,3,4,2,,2,,,,,1,6,3,1,6,2,6,1,5,1,6,7,1,2,6,6,9,1,1,2,9,6,1,2,1,2,2,,15,15,2,,,,2,2,3,1,1,,,6,3,1,,3,1,1,1,2,2,1,2,1,3,1,2,6,3,2,Punata,56,"1,07516720254002","1,54182456534861",3
1068,1,16,1,1,,,,,,,,,,,,,2,,1,99,,1,99,3,3,5,,,,,1,99,,9,2,4,,,,2,2,,,1,99,,99,3,,,,,,,,,,,1,99,,900,1,6,,,,,,,1,3,40,3,1,,1,30,55,1,4,1,2,10,,,,,,,,5,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,,,,,,,7,9,,,,,,,,Ns/Nr,,,GOOGLE,YOU TO BE,WHATSAP,2,2,2,2,2,1,,3,3,2,,2,,2,,2,,2,,2,,5,1,8,9,,SEGURO,2,,,,,,,1,2,,2,1,6,,,,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,6,,,,,,,1,4,5,7,,7,6,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,2,,,,,2,1,3,,,3,2,2,4,,2,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,1,3,3,2,1,3,4,2,,2,,,,,1,2,6,6,1,7,6,1,5,6,7,1,1,6,,6,9,1,1,7,9,9,1,2,1,1,2,,13,14,2,,,,2,1,2,1,1,,,6,3,1,,3,1,1,1,2,2,1,2,1,1,2,2,5,3,2,Punata,56,"1,07516720254002","1,54182456534861",3
1069,1,48,1,1,,,,,,,,,,,,,2,,1,,1,1,600,2,1,,,,,,1,,2,1600,1,3,4,,,1,2,130,3,1,99,,99,3,,,,,,,,,,,1,4,,1700,1,6,,,,,,,1,2,90,4,1,,1,60,55,1,4,1,2,6,,,,,,,,11,,,,,,5,22,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,,,,,,,1,5,10,,,,,,,LOS TIEMPOS,OPINION,EL DEBER,FACEBOOK,YOU TO BE,WHATSAP,2,2,2,2,2,4,,3,3,2,,2,,2,,2,,2,,1,2,5,3,8,11,,IMPUESTOS INTERNOS,2,,,,,,,3,2,,2,6,,,,,,1,3,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,,,,,,,,1,3,4,5,,5,22,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,2,,,,,2,1,3,,,2,1,1,4,,2,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,2,,3,6,6,6,6,1,99,2,,,,,2,1,3,2,1,3,6,5,7,7,6,8,3,8,,6,1,7,1,2,1,9,2,2,2,2,2,,6,40,1,3,,,2,1,7,2,1,,,3,7,1,,2,1,1,1,2,2,1,2,1,3,1,2,4,3,2,Punata,56,"1,07516720254002","1,54182456534861",3
1070,1,17,1,1,,,,,,,,,,,,,1,25,1,,1,2,1400,5,2,5,,,,,1,,2,1600,1,2,3,,,1,2,130,3,1,99,,99,3,,,,,,,,,,,1,3,,2200,1,6,7,,,,,,1,2,60,3,1,,1,60,55,1,3,1,4,10,,,,,,,,5,8,,,,,7,10,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,4,10,,,,,,,5,7,9,,,,,,,LOS TIEMPOS,EL DEBER,OPINION,MARCA,YOU TO BE,TWITER,2,2,2,1,2,3,,2,2,2,,2,,2,,2,,2,,1,2,1,5,9,11,,IMPUESTOS,2,,,,,,,1,2,,2,1,6,,,,,2,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,2,3,5,6,,,,,1,4,7,5,,7,10,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,2,,,,,1,3,8,,,3,1,1,1,,2,1,4,,1,,,,1,2,,,,,,,,,,,2,,,,,,,,1,2,3,2,2,4,1,2,,2,,,,,1,2,6,6,5,3,1,5,6,1,6,7,1,6,,6,1,1,1,9,3,6,1,2,2,2,2,,8,10,2,,,,2,1,2,1,1,,,6,3,1,,2,1,1,1,2,2,1,2,1,1,2,2,3,3,2,Punata,56,"1,07516720254002","1,54182456534861",2
1071,1,17,1,1,,,,,,,,,,,,,1,30,1,,2,1,99,4,1,5,,,,,1,99,,9,1,3,4,,,2,2,,,1,99,,99,3,,,,,,,,,,,1,,1,1400,1,6,,,,,,,1,3,40,4,1,,1,30,55,1,3,1,4,10,,,,,,,,5,,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,1,4,10,,,,,,,5,7,9,,,,,,,OPINION,,,DISCOVERY,CNN,FACEBOOK,2,2,2,2,2,4,,3,3,2,,2,,2,,2,,2,,1,2,2,1,5,8,,CERTIFICADO,2,,,,,,,1,2,,2,2,6,,,,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,6,,,,,,,1,5,4,7,,6,10,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,2,,,,,2,1,3,,,4,1,1,4,,2,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,1,3,3,1,1,3,5,2,,2,,,,,6,1,2,6,1,3,6,1,7,6,7,1,6,1,,6,7,1,1,2,7,9,1,2,2,1,2,,13,14,2,,,,2,2,2,1,1,,,6,7,1,,3,1,1,1,2,2,1,2,1,2,2,2,3,3,2,Punata,56,"1,07516720254002","1,54182456534861",3
1072,1,21,1,1,,,,,,,,,,,,,2,,2,,,,,9,,,,,,,1,99,,9,1,4,,,,2,2,,,2,,,,3,,,,,,,,,,,1,99,,1200,1,6,,,,,,,1,1,40,3,1,,1,30,55,1,4,1,2,10,,,,,,,,11,,,,,,5,17,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,,,,,,,1,7,,,,,,,,TIEMPOS,,,WHATSAP,FACEBOOK,YOU TO BE,2,2,2,2,2,4,,2,1,2,,2,,2,,2,,2,,2,,1,5,3,8,,TRABAJO,2,,,,,,,1,2,,2,2,6,,,,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,6,,,,,,,1,5,4,7,,7,12,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,2,,,,,2,1,3,,,3,2,2,1,,2,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,1,4,3,1,1,3,5,2,,2,,,,,1,2,6,1,2,6,6,4,1,1,6,7,1,6,,6,4,1,1,7,9,9,2,2,2,2,2,,14,16,2,,,,2,2,3,2,1,,,9,3,3,,2,1,1,1,2,2,1,2,1,2,2,2,6,3,2,Punata,56,"1,07516720254002","1,54182456534861",2
1073,1,14,1,1,,,,,,,,,,,,,1,30,1,,7,1,4550,3,3,5,,,,,1,99,,9,1,2,4,,,2,2,,,1,99,,99,3,,,,,,,,,,,1,4,,600,1,6,,,,,,,1,3,30,3,1,,1,25,55,1,3,2,5,,,,,,,,,2,5,,,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,8,10,,,,,,,5,7,9,,,,,,,Ns/Nr,,,YOU TO BE,GOOGLE,FACEBOOK,2,2,2,2,2,3,,3,2,2,,2,,2,,2,,2,,2,,5,3,7,9,,INSCRIPCION COLEGIOS,2,,,,,,,1,2,,1,1,5,,,,,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,6,,,,,,,1,5,7,4,,6,19,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,2,,,,,2,1,7,,,3,1,1,4,,2,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,1,3,3,1,1,3,4,2,,2,,,,,6,1,3,6,1,3,6,1,5,6,7,1,1,6,7,6,7,6,5,7,6,6,1,2,1,2,2,,10,10,2,,,,2,1,2,1,1,,,6,3,1,,2,1,1,1,2,2,1,2,1,1,2,2,3,3,2,Punata,56,"1,07516720254002","1,54182456534861",2
1074,1,30,1,1,,,,,,,,,,,,,2,,1,8,,2,2780,4,1,5,,,,,1,,1,2400,1,2,4,,,2,2,,,1,99,,99,1,150,2,3,1,4,10,,,,,1,2,,1300,1,6,,,,,,,1,2,40,3,1,,1,40,55,1,3,1,4,10,,,,,,,,11,,,,,,7,8,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,4,10,,,,,,,5,,,,,,,,,Ns/Nr,,,TELEGRAM,YOU TO BE,CNN,1,1,1,1,2,3,,3,2,2,,2,,2,,2,,2,,1,1,5,9,8,2,,SEGURO,2,,,,,,,2,2,,1,3,5,,,,,1,4,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,1,1,3,6,,,,,,,1,4,7,11,,7,20,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,2,,,,,2,1,7,,,3,1,1,3,,2,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,1,3,4,1,1,3,3,2,,2,,,,,1,2,6,6,1,3,6,1,7,6,1,3,5,6,1,6,7,1,6,6,9,9,1,2,1,1,2,,16,16,2,,,,2,1,5,2,1,,,1,5,1,,1,1,1,1,1,1,1,2,1,2,2,1,4,3,2,Punata,56,"1,07516720254002","1,54182456534861",4
