NUMBOL,Tipo,P1,P2,P3,P1A,P1B,P1C,P1D,P1E,P2A,P2B,P2C,P2D,P2E,P3A,P4A,P4,P5,P6,P7A,P7B,P8,P9,P10,P11A,P11B,P11C,P11F,P11G,P11D,P12,P13A,P13B,P14,P15A,P15B,P15C,P15E,P15D,P16,P17,P18,P19,P20,P21A,P21B,P22,P23,P24,P25,P26,P27A,P27B,P27C,P27E,P27F,P27G,P27D,P28,P29A,P29B,P30,P31A,P31B,P31C,P31D,P31E,P31G,P31H,P31F,P32,P33,P34,P35,P36A,P36B,P37,P38,P39A,P39B,P40,P41A,P41B,P41C,P41D,P41E,P41G,P41H,P41I,P41J,P41F,P42A,P42B,P42C,P42E,P42F,P42D,P43,P44A,P44B,P44C,P44D,P44E,P44F,P44G,P44J,P44H,P44I,P44K,P44L,P44M,P44N,P44O,P44P,P44Q,P44R,P44S,P44T,P44U,P44V,P44W,P44X,P45A,P45B,P45C,P45D,P45E,P45F,P45G,P45H,P45I,P45J,P45K,P45L,P45M,P45N,P45O,P45P,P45Q,P45R,P45S,P45T,P45U,P45V,P45W,P45X,P46A,P46B,P46C,P46E,P46F,P46G,P46H,P46I,P46D,P47A,P47B,P47C,P47D,P47E,P47G,P47H,P47I,P47F,P48A,P48B,P48C,P49A,P49B,P49C,P50,P51,P52,P53,P54,P55A,P55B,P56,P57,P58A,P58B,P59A,P59B,P60A,P60B,P61A,P60C,P62A,P62B,P63A,P63B,P64A,P64B,P64C,P64D,P64E,P65,P66,P67A1,P67A2,P67B1,P67B2,P67C1,P67C2,P68,P69,P70,P71,P72A,P72B,P72C,P72E,P72F,P72D,P73,P74A,P74B,P75,P76,P77,P78A,P78B,P78C,P78D,P79,P80A,P80B,P80C,P80D,P81A,P81B,P81C,P81D,P82A,P82B,P82C,P82D,P83A,P83B,P83C,P83D,P84,P85A,P85B,P85C,P85D,P86A,P87,P88A,P88B,P88C,P88D,P89A,P89B,P89C,P89D,P90A,P90B,P90C,P90D,P91A,P91B,P91C,P91D,P92,P93A,P93B,P93C,P93D,P94,P95,P96,P97,P98A,P98B,P98C,P98E,P98D,P99,P100A,P100B,P100C,P100D,P100E,P100G,P100H,P100I,P100F,P101A,P101B,P101C,P101D,P101E,P102,P103A,P103B,P103C,P103D,P103E,P103F,P103G,P103H,P103I,P103J,P103K,P103L,P103M,P103N,P103O,P103P,P103Q,P104A,P104B,P104C,P104D,P104E,P104F,P104G,P104H,P104I,P104J,P104K,P104L,P104M,P104N,P104O,P104P,P104Q,P105,P106A,P106B,P106C,P106D,P107A,P107B,P107C,P107D,P107E,P108,P109,P110,P111,P11E,P112,P113,P114A,P114B,P115A,P115B,P115C,P115D,P116,P117,P118A,P118B,P118C,P118D,P118E,P118G,P118H,P118I,P118F,P119,P120,P121A,P121B,P121C,P121E,P121F,P121G,P121D,P122,P123,P124A,P124B,P124C,P124D,P124E,P125,P126,P127,P128A,P128B,P128C,P128D,P129A,P129B,P129C,P130A,P130B,P130C,P131A,P131B,P131C,P132A,P132B,P132C,P133A,P133B,P133C,P134,P135,P136,P137,P138,P139,P140,P140A,P140B,P140C,P140D,P141,P142,P143,P144,P145,P146A,P146B,P146C,P147,P148,P149,P150,P151,P151A,P151B,P152,P153,P154A,P154B,P155,P156A,P156B,P156C,P156D,P156E,P156F,P156G,P156H,P156I,P156J,P156K,P157,P158,P159,P160,CodP160,Ponderador5536,Ponderador5033,Nse
321,2,44,2,,2,,,,,9,,,,,,2,2,,1,0,10,1,99,9,,,,,,,1,,5,2500,1,2,,,,1,2,200,5,1,0,2,200,3,,,,,,,,,,,1,0,1,500,1,7,,,,,,,1,3,50,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,2,,1,2,,1,2,,1,2,,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,3,2,1,,,2,3,1,,1,1,1,1,1,1,2,2,1,1,2,2,11,4,2,Cotoca,21,"5,75301703806887",,3
322,2,39,2,,6,,,,,9,,,,,,1,2,,1,0,5,1,3500,7,1,,,,,,1,,15,1400,1,2,,,,1,2,180,4,1,0,3,850,3,,,,,,,,,,,1,6,0,180,1,,,,,,,,1,3,30,4,4,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,7,1,1,,,1,7,1,,1,1,1,1,2,2,2,2,1,4,2,2,1,4,2,Cotoca,21,"5,75301703806887",,3
323,2,47,2,,6,,,,,9,,,,,,2,1,150,2,,,,,9,,,,,,,1,,1,3000,1,2,3,,,1,2,240,4,2,,,,3,,,,,,,,,,,1,1,0,99,1,7,,,,,,,1,3,100,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,3,1,1,,,7,3,4,,3,1,1,1,1,1,2,2,2,1,2,2,3,4,2,Cotoca,21,"5,75301703806887",,3
324,2,24,2,,6,,,,,6,,,,,9,4,2,,2,,,,,9,,,,,,,1,,1,2500,1,4,,,,2,2,,,2,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,3,,1,3,,1,3,,1,3,,1,1,3,1,1,1,1,,,,,,,,,,,,,,1,2,2,1,,,1,2,1,,1,1,1,1,2,2,2,2,1,1,2,2,4,4,2,Mineros,40,"5,75301703806887",,1
325,2,42,2,,2,3,,,,9,,,,,,1,2,,2,,,,,9,,,,,,,1,,1,1800,1,,,,,2,2,,,2,,,,3,,,,,,,,,,,1,8,0,120,1,2,,,,,,,1,3,80,5,4,ANTIGUO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,1,6,2,1,5,6,6,1,2,3,2,7,6,7,1,6,2,6,6,,,,,,,,,,,,,,2,4,3,1,,,1,4,2,,3,1,1,1,2,2,2,2,2,4,1,2,6,4,2,Mineros,40,"5,75301703806887",,3
327,2,70,2,,6,,,,,9,,,,,,2,2,,2,,,,,9,,,,,,,1,,5,1200,1,2,,,,2,2,,,2,,,,3,,,,,,,,,,,1,0,2,120,1,,,,,,,,1,2,20,5,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,3,,1,3,,1,3,,1,3,,1,1,1,1,1,1,9,,,,,,,,,,,,,,1,2,2,3,,,2,2,3,,1,1,1,1,2,2,2,2,2,1,2,2,3,4,2,Camiri,10,"5,75301703806887",,1
328,2,59,2,,8,,,,Falta de tiempo,5,,,,,4,1,1,100,1,0,3,2,4500,1,1,,,,,,1,,2,2000,1,2,,,,2,2,,,1,0,10,99,3,,,,,,,,,,,1,4,0,500,1,3,7,,,,,,1,2,50,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,1,3,7,1,3,7,1,3,7,1,3,7,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,4,2,1,,,4,4,1,,2,1,2,1,1,2,1,2,1,1,1,2,5,4,2,Camiri,10,"5,75301703806887",,3
329,2,40,2,,6,,,,,9,,,,,,2,2,,2,,,,,9,,,,,,,1,,3,2800,1,,,,,1,2,150,5,1,0,5,150,3,,,,,,,,,,,1,0,3,200,1,,,,,,,,1,2,100,5,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,1,2,3,,,3,1,1,,3,1,2,1,2,2,2,2,1,1,2,2,2,4,2,Santa Fé de Yapacani,71,"5,75301703806887",,1
330,2,60,2,,5,,,,,9,,,,,,2,2,,1,0,5,1,99,9,,,,,,,1,,4,2100,1,2,,,,2,2,,,1,0,20,250,3,,,,,,,,,,,1,0,6,250,1,,,,,,,,1,2,280,5,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,1,1,1,1,1,9,,,,,,,,,,,,,,1,1,2,3,,,2,1,1,,2,1,2,1,2,2,2,2,1,1,1,2,6,4,2,Santa Fé de Yapacani,71,"5,75301703806887",,2
331,2,72,2,,6,,,,,9,,,,,,3,2,,2,,,,,9,,,,,,,1,,5,9,1,4,,,,2,2,,,1,0,7,99,3,,,,,,,,,,,1,0,3,99,1,,,,,,,,1,1,50,3,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,1,2,1,2,3,3,1,2,1,3,7,1,1,1,1,2,1,2,,,,,,,,,,,,,,2,6,4,1,,,8,6,4,,1,1,2,1,2,2,2,2,1,1,2,2,5,4,2,El Carmen Rivero,25,"5,75301703806887",,1
332,2,40,2,,8,,,,No utilizo,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,10,800,1,2,,,,1,2,195,3,1,0,1,150,3,,,,,,,,,,,1,0,7,180,1,,,,,,,,1,2,50,5,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,2,1,2,3,1,1,3,2,3,1,2,5,7,7,1,3,3,6,,,,,,,,,,,,,,1,3,1,1,,,1,2,1,,2,1,1,1,2,2,2,2,2,1,2,2,3,4,2,San Juan Yapacani,65,"5,75301703806887",,1
333,2,60,2,,3,,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,4,2000,1,3,4,,,1,2,203,1,1,0,30,99,3,,,,,,,,,,,1,0,3,100,1,,,,,,,,2,1,50,4,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,2,1,9,,,3,2,1,9,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,2,1,,,3,1,2,,6,1,1,1,2,2,2,2,1,1,2,2,7,4,2,San Juan Yapacani,65,"5,75301703806887",,2
334,2,72,2,,4,6,,,,9,,,,,,9,2,,2,,,,,9,,,,,,,1,,5,9,1,4,,,,2,2,,,1,0,7,99,3,,,,,,,,,,,1,0,3,300,1,,,,,,,,1,2,100,4,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,3,2,1,2,3,1,2,3,1,3,7,1,3,3,1,3,1,1,,,,,,,,,,,,,,2,3,2,3,,,7,5,4,,3,1,1,1,2,2,1,2,1,1,2,2,5,4,2,San Ramon (Sta),68,"5,75301703806887",,2
335,2,64,2,,6,,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,5,9,1,2,4,,,2,2,,,1,0,7,99,3,,,,,,,,,,,1,0,3,150,1,,,,,,,,1,1,100,4,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,2,3,1,2,7,1,2,3,1,2,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,4,2,1,,,8,3,3,,1,1,2,1,2,2,2,2,1,1,2,2,4,4,3,Quebrada León,57,"7,06027276633052",,1
336,2,77,2,,4,,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,2,1400,1,2,4,,,2,2,,,1,0,1,500,3,,,,,,,,,,,1,0,2,250,1,2,,,,,,,1,2,100,4,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,2,1,1,2,3,2,1,3,1,2,3,1,3,1,2,1,1,1,,,,,,,,,,,,,,1,4,2,1,,,8,4,4,,1,1,2,1,2,2,2,2,1,1,2,2,3,4,3,Quebrada León,57,"7,06027276633052",,1
337,2,65,2,,5,,,,,9,,,,,,3,2,,2,,,,,9,,,,,,,1,,1,1800,1,4,,,,2,1,180,4,1,0,2,2500,3,,,,,,,,,,,1,0,1,800,1,2,3,7,,,,,1,2,150,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,1,1,2,3,1,2,3,2,3,1,2,1,2,2,1,1,2,,,,,,,,,,,,,,2,2,3,1,,,3,3,1,,2,1,2,1,2,2,2,2,1,1,2,2,4,4,3,Huasa Cañada,28,"7,06027276633052",,1
338,2,70,2,,5,,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,3,9,1,2,,,,2,1,180,5,2,,,,3,,,,,,,,,,,1,0,2,99,1,2,,,,,,,1,1,100,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,1,3,7,7,3,1,3,1,7,3,7,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,3,1,,,8,2,1,,2,1,2,1,2,2,2,2,1,1,2,2,5,4,3,Huasa Cañada,28,"7,06027276633052",,1
339,2,65,2,,2,4,5,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,3,9,1,4,,,,2,2,,,1,0,3,99,3,,,,,,,,,,,1,0,3,99,1,2,,,,,,,1,1,100,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,1,1,2,3,1,2,3,3,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,4,1,,,8,3,1,,3,1,2,1,2,2,2,2,1,1,2,2,5,4,3,Anamal,4,"7,06027276633052",,2
340,2,70,2,,4,5,7,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,2,9,1,4,,,,2,2,,,1,0,2,99,3,,,,,,,,,,,1,0,2,99,1,2,,,,,,,1,2,100,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,2,1,2,1,3,1,2,3,3,2,1,1,2,2,1,2,1,2,,,,,,,,,,,,,,2,2,4,1,,,7,4,4,,3,1,2,1,2,2,2,2,1,1,2,2,4,4,3,Anamal,4,"7,06027276633052",,2
341,2,62,2,,2,5,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,1,1500,1,2,4,,,2,2,,,1,0,2,99,3,,,,,,,,,,,1,0,2,99,1,2,,,,,,,1,2,100,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,1,1,2,3,1,2,3,1,2,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,4,1,,,3,2,1,,4,1,2,1,2,2,2,2,1,1,2,2,4,4,3,Anamal,4,"7,06027276633052",,2
342,2,67,2,,4,6,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,5,9,1,4,,,,2,2,,,1,0,5,99,3,,,,,,,,,,,1,0,2,250,1,,,,,,,,1,2,50,4,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,2,3,1,2,3,1,3,2,1,3,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,3,2,1,,,7,4,1,,1,1,2,1,2,2,2,2,1,1,2,2,5,4,3,Pueblo Nuevo,53,"7,06027276633052",,1
343,2,64,2,,4,,,,,9,,,,,,4,2,,2,,,,,9,,,,,,,1,,5,9,1,4,,,,2,2,,,2,,,,2,,,,,,,,,,,1,0,3,350,1,,,,,,,,1,1,50,5,4,BASICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,1,3,1,2,1,1,,,,,,,,,,,,,,2,3,2,3,,,7,6,1,,1,1,2,1,2,2,2,2,1,1,2,2,3,4,3,Pueblo Nuevo,53,"7,06027276633052",,1
